transaction_id,client_id,timestamp,montant,devise,type_transaction,pays_dest,ip_source,device_type,heure_jour,jour_semaine,nouveau_beneficiaire,fraude_label
1381,CLI000020,2026-03-04 08:16:00,3913.86,TND,CREDIT,FR,192.168.211.191,MOBILE_IOS,8,2,False,0
1382,CLI000062,2026-03-04 16:14:00,1127.54,EUR,DEBIT,FR,192.168.250.144,MOBILE_IOS,16,2,False,0
1383,CLI000078,2026-03-15 15:49:00,360.7,TND,DEBIT,US,192.168.155.216,DESKTOP_FIREFOX,15,6,False,0
1384,CLI000001,2026-03-28 16:25:00,2304.08,EUR,CREDIT,FR,192.168.20.210,MOBILE_ANDROID,16,5,False,0
1385,CLI000060,2026-03-07 18:01:00,1257.91,EUR,DEBIT,TN,192.168.178.120,DESKTOP_CHROME,18,5,False,0
1386,CLI000085,2026-03-03 23:44:00,48.14,TND,VIREMENT,FR,192.168.123.81,DESKTOP_FIREFOX,23,1,False,0
1387,CLI000035,2026-03-06 17:50:00,1659.09,TND,DEBIT,MA,192.168.168.165,MOBILE_IOS,17,4,False,0
1388,CLI000044,2026-03-13 12:23:00,1587.94,EUR,VIREMENT,FR,192.168.104.212,DESKTOP_CHROME,12,4,False,0
1389,CLI000054,2026-03-29 09:55:00,1016.53,EUR,DEBIT,US,192.168.98.43,MOBILE_IOS,9,6,False,0
1390,CLI000069,2026-03-29 19:29:00,2892.98,EUR,DEBIT,FR,192.168.14.206,MOBILE_IOS,19,6,False,0
1391,CLI000065,2026-03-27 15:22:00,442.8,EUR,DEBIT,FR,192.168.96.166,DESKTOP_CHROME,15,4,False,0
1392,CLI000004,2026-03-25 22:57:00,1485.94,EUR,DEBIT,FR,192.168.109.50,MOBILE_IOS,22,2,False,0
1393,CLI000092,2026-03-15 19:11:00,151.36,EUR,DEBIT,FR,192.168.70.28,MOBILE_IOS,19,6,False,0
1394,CLI000021,2026-03-18 08:02:00,1617.29,EUR,DEBIT,FR,192.168.27.20,DESKTOP_CHROME,8,2,False,0
1395,CLI000022,2026-03-28 04:30:00,10338.93,EUR,DEBIT,FR,192.168.93.155,DESKTOP_CHROME,4,5,False,0
1396,CLI000089,2026-03-25 03:30:00,300.72,EUR,DEBIT,MA,192.168.200.217,DESKTOP_FIREFOX,3,2,False,0
1397,CLI000080,2026-03-14 10:06:00,398.71,EUR,DEBIT,FR,192.168.86.8,DESKTOP_CHROME,10,5,False,0
1398,CLI000053,2026-03-21 15:34:00,423.26,TND,DEBIT,FR,192.168.62.73,DESKTOP_FIREFOX,15,5,False,0
1399,CLI000012,2026-03-24 00:11:00,1159.79,EUR,CREDIT,TN,192.168.42.139,DESKTOP_CHROME,0,1,False,0
1400,CLI000098,2026-03-28 13:17:00,277.09,EUR,DEBIT,TN,192.168.28.17,DESKTOP_FIREFOX,13,5,False,0
1401,CLI000035,2026-03-20 13:53:00,1645.0,EUR,VIREMENT,FR,192.168.55.153,DESKTOP_FIREFOX,13,4,False,0
1402,CLI000079,2026-03-05 12:19:00,2741.36,EUR,CREDIT,FR,192.168.3.194,MOBILE_IOS,12,3,False,0
1403,CLI000010,2026-03-06 04:58:00,3441.02,EUR,CREDIT,KP,192.168.233.80,MOBILE_ANDROID,4,4,False,1
1404,CLI000063,2026-03-30 19:07:00,118.85,EUR,DEBIT,TN,192.168.49.142,DESKTOP_CHROME,19,0,False,0
1405,CLI000002,2026-03-30 14:58:00,3275.42,EUR,CREDIT,TN,192.168.52.164,DESKTOP_CHROME,14,0,False,0
1406,CLI000060,2026-03-26 02:12:00,3055.94,EUR,DEBIT,FR,192.168.238.9,MOBILE_IOS,2,3,False,0
1407,CLI000020,2026-03-10 18:51:00,2687.04,TND,VIREMENT,MA,192.168.62.69,MOBILE_ANDROID,18,1,False,0
1408,CLI000017,2026-03-20 13:45:00,1552.17,TND,VIREMENT,MA,192.168.22.251,MOBILE_ANDROID,13,4,False,0
1409,CLI000010,2026-03-21 13:13:00,1292.36,EUR,CREDIT,FR,192.168.146.145,DESKTOP_CHROME,13,5,False,0
1410,CLI000065,2026-03-11 09:34:00,3425.04,EUR,CREDIT,DE,192.168.12.145,DESKTOP_CHROME,9,2,False,0
1411,CLI000082,2026-03-19 19:59:00,9978.78,EUR,CREDIT,FR,192.168.253.203,DESKTOP_FIREFOX,19,3,False,0
1412,CLI000063,2026-03-16 10:12:00,316.19,EUR,DEBIT,FR,192.168.124.12,MOBILE_ANDROID,10,0,False,0
1413,CLI000093,2026-03-21 15:20:00,3618.27,EUR,CREDIT,FR,192.168.13.81,MOBILE_ANDROID,15,5,False,0
1414,CLI000030,2026-03-19 03:31:00,894.75,EUR,DEBIT,FR,192.168.24.242,DESKTOP_FIREFOX,3,3,False,0
1415,CLI000036,2026-03-19 22:22:00,849.28,EUR,CREDIT,FR,192.168.80.3,DESKTOP_FIREFOX,22,3,False,0
1416,CLI000051,2026-03-05 07:51:00,156.99,EUR,DEBIT,IR,192.168.252.92,DESKTOP_CHROME,7,3,True,0
1417,CLI000062,2026-03-15 05:23:00,705.04,EUR,DEBIT,FR,192.168.193.73,MOBILE_ANDROID,5,6,False,0
1418,CLI000032,2026-03-20 10:08:00,299.85,EUR,CREDIT,FR,192.168.246.102,MOBILE_IOS,10,4,False,0
1419,CLI000015,2026-03-15 05:21:00,568.71,EUR,DEBIT,FR,192.168.129.50,DESKTOP_FIREFOX,5,6,False,0
1420,CLI000041,2026-03-12 14:24:00,265.65,EUR,CREDIT,IR,192.168.81.193,MOBILE_ANDROID,14,3,False,0
1421,CLI000002,2026-03-18 00:50:00,579.0,EUR,CREDIT,FR,192.168.101.186,MOBILE_ANDROID,0,2,False,0
1422,CLI000041,2026-03-07 22:43:00,609.52,EUR,VIREMENT,FR,192.168.92.250,MOBILE_ANDROID,22,5,False,0
1423,CLI000095,2026-03-22 14:01:00,1114.44,EUR,DEBIT,FR,192.168.34.180,MOBILE_ANDROID,14,6,False,0
1424,CLI000002,2026-03-04 01:19:00,142.92,TND,CREDIT,FR,192.168.173.25,DESKTOP_FIREFOX,1,2,False,0
1425,CLI000068,2026-03-05 03:38:00,175.1,EUR,VIREMENT,GB,192.168.85.105,MOBILE_IOS,3,3,False,0
1426,CLI000006,2026-03-04 21:14:00,1531.95,EUR,DEBIT,US,192.168.230.190,MOBILE_IOS,21,2,False,0
1427,CLI000015,2026-03-05 05:49:00,381.1,EUR,CREDIT,FR,192.168.129.26,DESKTOP_FIREFOX,5,3,False,0
1428,CLI000045,2026-03-20 15:43:00,3602.69,EUR,DEBIT,US,192.168.129.207,MOBILE_ANDROID,15,4,False,0
1429,CLI000021,2026-03-05 09:28:00,1300.27,EUR,DEBIT,TN,192.168.199.39,DESKTOP_FIREFOX,9,3,False,0
1430,CLI000069,2026-03-17 23:01:00,2055.17,EUR,DEBIT,DE,192.168.7.151,DESKTOP_FIREFOX,23,1,False,0
1431,CLI000029,2026-03-06 22:07:00,5392.86,EUR,CREDIT,FR,192.168.204.98,MOBILE_ANDROID,22,4,False,0
1432,CLI000039,2026-03-26 07:42:00,684.27,EUR,DEBIT,FR,192.168.123.151,DESKTOP_FIREFOX,7,3,False,0
1433,CLI000018,2026-03-03 17:30:00,498.01,EUR,DEBIT,FR,192.168.223.219,DESKTOP_FIREFOX,17,1,False,0
1434,CLI000041,2026-03-27 16:34:00,2824.38,EUR,DEBIT,TN,192.168.10.75,MOBILE_ANDROID,16,4,False,0
1435,CLI000021,2026-03-26 13:24:00,1828.8,EUR,DEBIT,FR,192.168.42.39,MOBILE_IOS,13,3,False,0
1436,CLI000093,2026-03-26 13:30:00,792.51,EUR,CREDIT,FR,192.168.175.119,DESKTOP_FIREFOX,13,3,False,0
1437,CLI000022,2026-03-16 00:03:00,5269.81,EUR,DEBIT,FR,192.168.21.227,DESKTOP_CHROME,0,0,False,0
1438,CLI000040,2026-03-06 13:30:00,4922.43,EUR,DEBIT,RU,192.168.161.24,MOBILE_ANDROID,13,4,False,1
1439,CLI000022,2026-03-19 16:42:00,1032.08,TND,DEBIT,FR,192.168.244.184,DESKTOP_CHROME,16,3,False,0
1440,CLI000044,2026-03-17 02:13:00,1017.87,TND,CREDIT,TN,192.168.60.227,DESKTOP_FIREFOX,2,1,False,0
1441,CLI000082,2026-03-20 05:57:00,323.27,EUR,VIREMENT,US,192.168.56.207,MOBILE_IOS,5,4,False,0
1442,CLI000033,2026-03-03 08:11:00,1089.1,EUR,CREDIT,FR,192.168.175.168,DESKTOP_FIREFOX,8,1,False,0
1443,CLI000082,2026-03-14 02:10:00,5303.45,EUR,VIREMENT,TN,192.168.37.197,MOBILE_ANDROID,2,5,False,0
1444,CLI000021,2026-03-28 07:48:00,1692.5,EUR,DEBIT,FR,192.168.184.42,MOBILE_IOS,7,5,False,0
1445,CLI000051,2026-03-15 05:16:00,1029.96,EUR,CREDIT,DE,192.168.255.247,DESKTOP_FIREFOX,5,6,False,0
1446,CLI000069,2026-03-17 00:05:00,30247.61,EUR,CREDIT,IR,192.168.129.133,MOBILE_ANDROID,0,1,False,1
1447,CLI000078,2026-03-05 17:09:00,1475.93,TND,CREDIT,TN,192.168.255.187,DESKTOP_CHROME,17,3,False,0
1448,CLI000091,2026-03-27 07:14:00,2439.92,TND,VIREMENT,MA,192.168.156.167,DESKTOP_FIREFOX,7,4,False,0
1449,CLI000022,2026-03-24 02:13:00,2061.29,EUR,DEBIT,IR,192.168.134.239,DESKTOP_CHROME,2,1,False,0
1450,CLI000060,2026-03-10 16:22:00,666.31,TND,DEBIT,TN,192.168.197.88,MOBILE_ANDROID,16,1,False,0
1451,CLI000077,2026-03-08 01:00:00,1465.19,EUR,VIREMENT,FR,192.168.115.202,MOBILE_ANDROID,1,6,False,0
1452,CLI000026,2026-03-30 21:19:00,1765.04,EUR,DEBIT,TN,192.168.34.87,DESKTOP_CHROME,21,0,False,0
1453,CLI000092,2026-03-22 22:40:00,296.3,EUR,DEBIT,DE,192.168.75.93,MOBILE_IOS,22,6,False,0
1454,CLI000068,2026-03-11 04:56:00,1214.24,EUR,DEBIT,FR,192.168.160.220,DESKTOP_FIREFOX,4,2,False,0
1455,CLI000023,2026-03-05 22:12:00,74.18,EUR,DEBIT,FR,192.168.241.111,MOBILE_ANDROID,22,3,False,0
1456,CLI000042,2026-03-16 22:25:00,1770.54,TND,DEBIT,IR,192.168.11.229,MOBILE_IOS,22,0,False,0
1457,CLI000076,2026-03-26 07:35:00,2191.65,EUR,VIREMENT,TN,192.168.183.199,MOBILE_ANDROID,7,3,False,0
1458,CLI000053,2026-03-17 17:28:00,2433.43,EUR,DEBIT,TN,192.168.175.100,MOBILE_ANDROID,17,1,False,0
1459,CLI000013,2026-03-06 05:29:00,617.66,EUR,CREDIT,FR,192.168.62.54,MOBILE_ANDROID,5,4,False,0
1460,CLI000026,2026-03-13 16:16:00,1437.78,EUR,DEBIT,TN,192.168.157.156,DESKTOP_CHROME,16,4,False,0
1461,CLI000022,2026-03-27 03:04:00,5479.37,EUR,DEBIT,FR,192.168.20.246,DESKTOP_CHROME,3,4,False,0
1462,CLI000032,2026-03-11 07:01:00,5412.81,EUR,DEBIT,TN,192.168.40.146,MOBILE_ANDROID,7,2,True,0
1463,CLI000089,2026-03-20 12:42:00,958.14,EUR,CREDIT,FR,192.168.161.255,DESKTOP_FIREFOX,12,4,False,0
1464,CLI000006,2026-03-26 12:43:00,1172.84,TND,DEBIT,TN,192.168.128.25,MOBILE_IOS,12,3,False,0
1465,CLI000032,2026-03-29 07:05:00,3763.46,EUR,CREDIT,GB,192.168.207.4,MOBILE_ANDROID,7,6,False,0
1466,CLI000018,2026-03-28 22:11:00,163.86,EUR,CREDIT,FR,192.168.37.197,MOBILE_IOS,22,5,False,0
1467,CLI000086,2026-03-30 05:59:00,673.38,EUR,DEBIT,US,192.168.223.80,MOBILE_ANDROID,5,0,False,0
1468,CLI000020,2026-03-26 08:06:00,4927.98,EUR,DEBIT,FR,192.168.141.223,MOBILE_IOS,8,3,False,0
1469,CLI000065,2026-03-02 04:40:00,3197.87,EUR,DEBIT,DE,192.168.249.205,DESKTOP_FIREFOX,4,0,False,0
1470,CLI000061,2026-03-28 17:11:00,1545.52,EUR,CREDIT,MA,192.168.201.230,MOBILE_IOS,17,5,False,0
1471,CLI000001,2026-03-30 22:31:00,162.88,EUR,VIREMENT,FR,192.168.23.128,MOBILE_ANDROID,22,0,False,0
1472,CLI000025,2026-03-13 04:07:00,934.59,EUR,CREDIT,TN,192.168.25.117,DESKTOP_FIREFOX,4,4,False,0
1473,CLI000090,2026-03-02 07:37:00,488.87,EUR,DEBIT,DE,192.168.81.44,MOBILE_ANDROID,7,0,True,0
1474,CLI000001,2026-03-09 05:03:00,1476.23,EUR,VIREMENT,FR,192.168.240.76,MOBILE_ANDROID,5,0,False,0
1475,CLI000011,2026-03-13 10:29:00,375.7,EUR,DEBIT,FR,192.168.42.18,DESKTOP_CHROME,10,4,False,0
1476,CLI000002,2026-03-15 01:29:00,289.78,EUR,DEBIT,TN,192.168.72.148,MOBILE_IOS,1,6,False,0
1477,CLI000098,2026-03-16 11:10:00,83.28,EUR,CREDIT,MA,192.168.94.91,MOBILE_ANDROID,11,0,False,0
1478,CLI000018,2026-03-16 23:24:00,4299.12,TND,DEBIT,MA,192.168.23.19,DESKTOP_FIREFOX,23,0,False,0
1479,CLI000001,2026-03-01 06:40:00,614.17,EUR,VIREMENT,MA,192.168.46.182,DESKTOP_FIREFOX,6,6,False,0
1480,CLI000034,2026-03-09 06:08:00,1198.2,EUR,DEBIT,FR,192.168.198.118,DESKTOP_FIREFOX,6,0,True,0
1481,CLI000097,2026-03-07 12:28:00,6704.56,EUR,DEBIT,IR,192.168.67.253,DESKTOP_CHROME,12,5,False,1
1482,CLI000075,2026-03-26 18:34:00,275.64,EUR,DEBIT,FR,192.168.122.251,MOBILE_ANDROID,18,3,False,0
1483,CLI000051,2026-03-30 21:59:00,219.01,EUR,CREDIT,FR,192.168.66.196,DESKTOP_FIREFOX,21,0,False,0
1484,CLI000031,2026-03-19 05:45:00,296.97,EUR,CREDIT,FR,192.168.225.114,DESKTOP_CHROME,5,3,False,0
1485,CLI000070,2026-03-04 04:00:00,416.63,EUR,VIREMENT,FR,192.168.167.237,DESKTOP_FIREFOX,4,2,False,0
1486,CLI000054,2026-03-07 10:57:00,1540.6,TND,CREDIT,FR,192.168.36.241,DESKTOP_CHROME,10,5,False,0
1487,CLI000047,2026-03-29 19:35:00,381.89,EUR,CREDIT,FR,192.168.32.249,MOBILE_IOS,19,6,False,0
1488,CLI000099,2026-03-02 09:29:00,11534.41,EUR,DEBIT,SY,192.168.146.125,MOBILE_ANDROID,9,0,False,1
1489,CLI000044,2026-03-05 04:13:00,3403.57,EUR,DEBIT,FR,192.168.11.94,DESKTOP_FIREFOX,4,3,False,0
1490,CLI000056,2026-03-25 03:25:00,2617.65,EUR,CREDIT,FR,192.168.220.74,DESKTOP_CHROME,3,2,False,0
1491,CLI000100,2026-03-10 18:58:00,859.55,EUR,VIREMENT,FR,192.168.103.105,MOBILE_ANDROID,18,1,False,0
1492,CLI000067,2026-03-18 02:54:00,6106.67,EUR,CREDIT,FR,192.168.220.159,MOBILE_IOS,2,2,False,0
1493,CLI000044,2026-03-20 02:34:00,763.87,EUR,DEBIT,FR,192.168.235.175,DESKTOP_CHROME,2,4,False,0
1494,CLI000093,2026-03-21 15:30:00,955.74,EUR,CREDIT,FR,192.168.34.113,DESKTOP_FIREFOX,15,5,False,0
1495,CLI000074,2026-03-16 12:20:00,1216.79,EUR,DEBIT,TN,192.168.94.132,MOBILE_ANDROID,12,0,False,0
1496,CLI000031,2026-03-08 03:55:00,2303.51,TND,DEBIT,TN,192.168.217.160,MOBILE_IOS,3,6,False,0
1497,CLI000048,2026-03-17 20:11:00,2130.88,TND,CREDIT,TN,192.168.244.81,MOBILE_IOS,20,1,False,0
1498,CLI000022,2026-03-15 04:23:00,561.07,EUR,CREDIT,FR,192.168.96.22,DESKTOP_CHROME,4,6,False,0
1499,CLI000016,2026-03-15 18:18:00,523.43,EUR,DEBIT,FR,192.168.175.106,MOBILE_IOS,18,6,False,0
1500,CLI000020,2026-03-26 19:57:00,21522.85,EUR,CREDIT,SY,192.168.130.116,DESKTOP_FIREFOX,19,3,False,1
1501,CLI000021,2026-03-28 03:14:00,2340.88,EUR,DEBIT,FR,192.168.68.225,DESKTOP_CHROME,3,5,False,0
1502,CLI000072,2026-03-04 20:47:00,618.92,TND,DEBIT,FR,192.168.225.254,MOBILE_IOS,20,2,False,0
1503,CLI000022,2026-03-03 09:27:00,147.73,EUR,CREDIT,FR,192.168.175.11,MOBILE_ANDROID,9,1,False,0
1504,CLI000007,2026-03-08 01:56:00,18027.33,EUR,DEBIT,SY,192.168.159.251,DESKTOP_FIREFOX,1,6,False,1
1505,CLI000077,2026-03-08 03:56:00,2096.93,EUR,CREDIT,FR,192.168.165.15,MOBILE_ANDROID,3,6,False,0
1506,CLI000043,2026-03-29 02:50:00,8660.26,EUR,CREDIT,FR,192.168.190.203,MOBILE_IOS,2,6,False,0
1507,CLI000029,2026-03-03 06:21:00,235.67,EUR,VIREMENT,FR,192.168.63.180,DESKTOP_FIREFOX,6,1,False,0
1508,CLI000007,2026-03-04 17:06:00,594.73,EUR,VIREMENT,FR,192.168.211.144,MOBILE_ANDROID,17,2,False,0
1509,CLI000042,2026-03-13 09:12:00,621.86,EUR,DEBIT,TN,192.168.3.40,MOBILE_IOS,9,4,False,0
1510,CLI000061,2026-03-21 03:59:00,5049.11,EUR,DEBIT,MA,192.168.219.27,DESKTOP_FIREFOX,3,5,False,0
1511,CLI000088,2026-03-20 07:08:00,951.53,EUR,CREDIT,MA,192.168.75.97,DESKTOP_FIREFOX,7,4,False,0
1512,CLI000039,2026-03-23 02:28:00,334.02,EUR,DEBIT,TN,192.168.41.146,DESKTOP_FIREFOX,2,0,False,0
1513,CLI000001,2026-03-28 15:05:00,1939.98,EUR,CREDIT,US,192.168.103.219,MOBILE_IOS,15,5,False,0
1514,CLI000062,2026-03-21 02:49:00,610.59,EUR,DEBIT,FR,192.168.19.58,MOBILE_IOS,2,5,False,0
1515,CLI000058,2026-03-19 20:23:00,228.32,EUR,CREDIT,FR,192.168.100.224,DESKTOP_FIREFOX,20,3,False,0
1516,CLI000040,2026-03-13 10:22:00,339.91,EUR,DEBIT,FR,192.168.119.172,DESKTOP_FIREFOX,10,4,False,0
1517,CLI000083,2026-03-10 19:27:00,7949.39,EUR,DEBIT,TN,192.168.24.90,DESKTOP_FIREFOX,19,1,False,0
1518,CLI000016,2026-03-24 07:37:00,1573.49,TND,VIREMENT,DE,192.168.120.120,MOBILE_IOS,7,1,False,0
1519,CLI000056,2026-03-06 04:19:00,1129.25,EUR,DEBIT,FR,192.168.165.137,DESKTOP_CHROME,4,4,False,0
1520,CLI000088,2026-03-16 17:01:00,735.19,EUR,CREDIT,RU,192.168.231.210,MOBILE_ANDROID,17,0,False,0
1521,CLI000004,2026-03-20 13:34:00,1408.92,TND,CREDIT,FR,192.168.120.28,MOBILE_ANDROID,13,4,False,0
1522,CLI000023,2026-03-06 01:07:00,1388.92,EUR,DEBIT,IR,192.168.22.47,MOBILE_ANDROID,1,4,False,0
1523,CLI000058,2026-03-13 21:22:00,1408.95,EUR,CREDIT,FR,192.168.188.28,DESKTOP_CHROME,21,4,False,0
1524,CLI000027,2026-03-27 23:51:00,1138.9,EUR,DEBIT,FR,192.168.235.246,MOBILE_IOS,23,4,False,0
1525,CLI000090,2026-03-23 03:31:00,2814.55,EUR,CREDIT,FR,192.168.237.102,DESKTOP_FIREFOX,3,0,False,0
1526,CLI000002,2026-03-24 23:33:00,1020.17,EUR,CREDIT,FR,192.168.197.111,DESKTOP_FIREFOX,23,1,False,0
1527,CLI000085,2026-03-15 00:52:00,306.89,EUR,DEBIT,FR,192.168.52.103,DESKTOP_CHROME,0,6,False,0
1528,CLI000079,2026-03-03 01:36:00,475.85,EUR,DEBIT,FR,192.168.85.17,MOBILE_ANDROID,1,1,False,0
1529,CLI000001,2026-03-11 00:51:00,92.31,TND,CREDIT,MA,192.168.82.88,MOBILE_IOS,0,2,False,0
1530,CLI000043,2026-03-18 23:43:00,11295.74,EUR,CREDIT,FR,192.168.155.125,MOBILE_IOS,23,2,False,0
1531,CLI000091,2026-03-28 06:37:00,2794.21,EUR,CREDIT,FR,192.168.55.180,MOBILE_IOS,6,5,False,0
1532,CLI000001,2026-03-03 11:50:00,366.47,EUR,DEBIT,TN,192.168.190.122,DESKTOP_FIREFOX,11,1,False,0
1533,CLI000086,2026-03-01 08:23:00,707.53,EUR,CREDIT,TN,192.168.30.72,MOBILE_ANDROID,8,6,False,0
1534,CLI000058,2026-03-10 07:17:00,462.08,EUR,DEBIT,FR,192.168.117.10,MOBILE_ANDROID,7,1,False,0
1535,CLI000057,2026-03-14 17:13:00,6317.36,EUR,CREDIT,FR,192.168.140.40,DESKTOP_CHROME,17,5,False,0
1536,CLI000026,2026-03-10 14:43:00,180.58,EUR,DEBIT,FR,192.168.243.121,MOBILE_ANDROID,14,1,False,0
1537,CLI000056,2026-03-07 05:53:00,1138.39,EUR,DEBIT,FR,192.168.38.164,DESKTOP_FIREFOX,5,5,False,0
1538,CLI000063,2026-03-12 15:05:00,871.11,EUR,CREDIT,TN,192.168.55.82,DESKTOP_FIREFOX,15,3,False,0
1539,CLI000018,2026-03-14 04:09:00,2676.34,EUR,DEBIT,FR,192.168.146.9,MOBILE_IOS,4,5,False,0
1540,CLI000003,2026-03-15 22:23:00,875.84,EUR,VIREMENT,FR,192.168.253.154,MOBILE_IOS,22,6,False,0
1541,CLI000075,2026-03-06 11:03:00,120.32,EUR,CREDIT,TN,192.168.199.98,MOBILE_ANDROID,11,4,True,0
1542,CLI000082,2026-03-01 08:26:00,734.11,EUR,VIREMENT,FR,192.168.16.240,MOBILE_IOS,8,6,False,0
1543,CLI000013,2026-03-23 15:16:00,309.02,EUR,DEBIT,FR,192.168.207.93,MOBILE_IOS,15,0,False,0
1544,CLI000069,2026-03-20 14:23:00,1091.7,EUR,DEBIT,FR,192.168.203.111,DESKTOP_CHROME,14,4,False,0
1545,CLI000067,2026-03-08 23:54:00,5547.0,TND,CREDIT,US,192.168.251.122,MOBILE_IOS,23,6,False,0
1546,CLI000001,2026-03-06 21:06:00,123.06,EUR,DEBIT,FR,192.168.55.14,MOBILE_IOS,21,4,False,0
1547,CLI000085,2026-03-18 07:17:00,379.83,EUR,DEBIT,MA,192.168.55.223,MOBILE_ANDROID,7,2,False,0
1548,CLI000039,2026-03-25 05:43:00,511.2,EUR,CREDIT,FR,192.168.6.244,MOBILE_ANDROID,5,2,False,0
1549,CLI000054,2026-03-11 11:20:00,627.69,EUR,CREDIT,FR,192.168.195.176,MOBILE_IOS,11,2,False,0
1550,CLI000088,2026-03-23 18:25:00,2411.85,EUR,DEBIT,TN,192.168.109.70,DESKTOP_CHROME,18,0,False,0
1551,CLI000068,2026-03-26 10:16:00,805.73,EUR,CREDIT,US,192.168.65.163,DESKTOP_FIREFOX,10,3,False,0
1552,CLI000069,2026-03-17 02:50:00,1634.29,EUR,DEBIT,TN,192.168.46.22,DESKTOP_FIREFOX,2,1,False,0
1553,CLI000005,2026-03-04 06:43:00,468.28,TND,CREDIT,MA,192.168.37.18,DESKTOP_FIREFOX,6,2,False,0
1554,CLI000078,2026-03-19 01:42:00,1307.55,EUR,DEBIT,DE,192.168.71.104,DESKTOP_CHROME,1,3,False,0
1555,CLI000007,2026-03-02 22:12:00,2523.39,EUR,DEBIT,FR,192.168.21.77,MOBILE_IOS,22,0,False,0
1556,CLI000055,2026-03-20 20:28:00,412.09,EUR,CREDIT,FR,192.168.224.183,DESKTOP_FIREFOX,20,4,False,0
1557,CLI000035,2026-03-01 20:28:00,2534.19,EUR,CREDIT,TN,192.168.116.224,MOBILE_IOS,20,6,False,0
1558,CLI000005,2026-03-21 22:10:00,1056.64,EUR,DEBIT,FR,192.168.108.135,MOBILE_IOS,22,5,False,0
1559,CLI000042,2026-03-04 13:02:00,3479.18,EUR,CREDIT,MA,192.168.55.172,MOBILE_IOS,13,2,False,0
1560,CLI000001,2026-03-15 05:56:00,779.22,TND,DEBIT,RU,192.168.229.67,DESKTOP_FIREFOX,5,6,False,0
1561,CLI000054,2026-03-27 04:52:00,1567.9,EUR,VIREMENT,FR,192.168.48.213,DESKTOP_CHROME,4,4,False,0
1562,CLI000031,2026-03-20 12:53:00,945.08,EUR,CREDIT,FR,192.168.14.24,DESKTOP_CHROME,12,4,False,0
1563,CLI000031,2026-03-27 02:18:00,884.08,EUR,CREDIT,MA,192.168.230.231,DESKTOP_CHROME,2,4,False,0
1564,CLI000062,2026-03-19 09:44:00,1353.86,EUR,DEBIT,FR,192.168.110.88,DESKTOP_CHROME,9,3,False,0
1565,CLI000065,2026-03-30 03:12:00,1889.69,EUR,DEBIT,MA,192.168.247.193,MOBILE_IOS,3,0,False,0
1566,CLI000044,2026-03-20 00:13:00,221.52,EUR,DEBIT,FR,192.168.77.43,DESKTOP_FIREFOX,0,4,False,0
1567,CLI000026,2026-03-14 04:13:00,5543.38,EUR,DEBIT,TN,192.168.51.90,DESKTOP_CHROME,4,5,False,0
1568,CLI000082,2026-03-06 05:48:00,106.53,EUR,DEBIT,FR,192.168.242.108,DESKTOP_CHROME,5,4,False,0
1569,CLI000048,2026-03-19 10:24:00,436.25,EUR,DEBIT,TN,192.168.124.122,DESKTOP_CHROME,10,3,False,0
1570,CLI000024,2026-03-01 22:46:00,886.14,EUR,CREDIT,FR,192.168.138.177,MOBILE_ANDROID,22,6,False,0
1571,CLI000083,2026-03-15 18:44:00,1627.54,EUR,DEBIT,FR,192.168.201.42,MOBILE_IOS,18,6,False,0
1572,CLI000056,2026-03-08 19:43:00,6577.48,EUR,VIREMENT,FR,192.168.248.179,DESKTOP_CHROME,19,6,False,0
1573,CLI000020,2026-03-29 03:09:00,10005.82,TND,DEBIT,RU,192.168.112.91,MOBILE_IOS,3,6,False,1
1574,CLI000015,2026-03-21 22:32:00,539.57,EUR,VIREMENT,DE,192.168.234.178,MOBILE_IOS,22,5,False,0
1575,CLI000075,2026-03-17 11:14:00,77.31,EUR,VIREMENT,FR,192.168.147.100,MOBILE_IOS,11,1,False,0
1576,CLI000072,2026-03-05 00:15:00,1030.65,EUR,DEBIT,FR,192.168.211.3,MOBILE_ANDROID,0,3,False,0
1577,CLI000081,2026-03-20 21:00:00,1374.74,TND,VIREMENT,FR,192.168.144.201,MOBILE_ANDROID,21,4,False,0
1578,CLI000033,2026-03-05 19:37:00,6693.92,TND,VIREMENT,TN,192.168.229.153,DESKTOP_CHROME,19,3,False,0
1579,CLI000013,2026-03-12 01:45:00,1146.84,EUR,DEBIT,TN,192.168.51.20,MOBILE_IOS,1,3,False,0
1580,CLI000074,2026-03-20 19:52:00,3473.19,TND,VIREMENT,FR,192.168.186.171,MOBILE_ANDROID,19,4,False,0
1581,CLI000003,2026-03-27 19:12:00,1999.4,EUR,DEBIT,FR,192.168.149.158,DESKTOP_FIREFOX,19,4,False,0
1582,CLI000092,2026-03-19 05:23:00,588.57,TND,DEBIT,FR,192.168.38.83,DESKTOP_FIREFOX,5,3,False,0
1583,CLI000009,2026-03-24 20:18:00,182.96,EUR,CREDIT,FR,192.168.171.253,MOBILE_IOS,20,1,False,0
1584,CLI000076,2026-03-04 13:54:00,1380.23,TND,DEBIT,FR,192.168.211.241,DESKTOP_FIREFOX,13,2,False,0
1585,CLI000080,2026-03-19 00:16:00,165.58,TND,DEBIT,GB,192.168.188.191,DESKTOP_CHROME,0,3,False,0
1586,CLI000097,2026-03-15 02:54:00,4694.98,EUR,VIREMENT,FR,192.168.212.189,DESKTOP_FIREFOX,2,6,False,0
